name	created	released	status	source	title
10SEOUL290	2010	2010	CONFIDENTIAL	Embassy Seoul	A/S CAMPBELL?S FEBRUARY 3 MEETING WITH NSA KIM 
08BRASILIA1325	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL: SCENESETTER FOR CEO FORUM - OCT 9/10 - SECRETARY GUITERREZ AND AP PRICE 
08TRIPOLI889	2008	2011	CONFIDENTIAL	Embassy Tripoli	TRIBAL VIOLENCE IN KUFRA 
09STATE14070	2009	2010	SECRET//NOFORN	Secretary of State	RUSSIA'S ANTICIPATED TRANSFER OF IGLA-S (SA-24)
09TRIPOLI638	2009	2011	SECRET//NOFORN	Embassy Tripoli	PRODDING LIBYA TO ACTION ON TIME SENSITIVE ISSUES REF: A) TRIPOLI 599; B) TRIPOLI 632 TRIPOLI 00000638 001.2 OF 003 CLASSIFIED BY: Gene Cretz, Ambassador, U.S. Embassy Tripoli, Department of State. REASON: 1.4 (b), (d)
04MADRID4554	2004	2010	CONFIDENTIAL	Embassy Madrid	SPAIN/CUBA: REVIEW REGARDING SUSPENSION OF TITLE
09BEIJING841	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Beijing	COLOMBIAN VIEWS ON TRADE RELATIONS WITH CHINA
09TRIPOLI517	2009	2011	CONFIDENTIAL	Embassy Tripoli	x
06HAVANA8769	2006	2011	CONFIDENTIAL	US Interests Section Havana	CASTRO'S YOUTHFUL RECRUITS WAGE WAR ON CORRUPTION 
08STOCKHOLM781	2008	2010	SECRET	Embassy Stockholm	x
08CARACAS420	2008	2010	CONFIDENTIAL	Embassy Caracas	EMBASSY STRATEGIC COMMUNICATIONS PLAN --
10MEXICO141	2010	2010	CONFIDENTIAL//NOFORN	Embassy Mexico	Mexico?s Latin American Unity Summit -- Back to the Future? 
08LONDON2178	2008	2011	CONFIDENTIAL	Embassy London	x
04MADRID3914	2004	2010	CONFIDENTIAL	Embassy Madrid	CUBA: MFA ON INVITING DISSIDENTS TO SPANISH
05DUSHANBE1870	2005	2011	CONFIDENTIAL	Embassy Dushanbe	MODERATE TAJIK ISLAMIC LEADER KABIRI WAL...
09REYKJAVIK71	2009	2011	UNCLASSIFIED	Embassy Reykjavik	REYKJAVIK'S UPDATED TERRORISM FINANCE COORDINATION 
07COLOMBO728	2007	2010	SECRET	Embassy Colombo	SRI LANKA: GSL COMPLICITY IN PARAMILITARY 
08NAIROBI1363	2008	2010	SECRET//NOFORN	Embassy Nairobi	Somalia -- Ayrow's Demise 
09MADRID612	2009	2010	CONFIDENTIAL	Embassy Madrid	SCENESETTER FOR MOD CHACON'S JUNE 30 - JULY 2
08NEWDELHI1035	2008	2010	CONFIDENTIAL	Embassy New Delhi	DALAI LAMA PLEADS FOR U.S. TO PERSUADE CHINESE TO 
09TRIPOLI30	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYAN RESPONSE TO ONGOING EVENTS IN GAZA  REF: A) 08 TRIPOLI 988, B) 08 TRIPOLI 984, C) TRIPOLI 005  TRIPOLI 00000030  001.2 OF 003   
09BRASILIA177	2009	2010	CONFIDENTIAL	Embassy Brasilia	UNDERSTANDING BRAZIL'S FOREIGN MINISTRY, PART 1: 
09BRUSSELS1639	2009	2010	SECRET//NOFORN	USEU Brussels	HOLBROOKE & FM BILDT ON AFGHAN ELECTIONS, CIVILIAN COORDINATION 
09SANAA1662	2009	2010	SECRET//NOFORN	Embassy Sanaa	IRAN IN YEMEN: TEHRAN's SHADOW LOOMS LARGE, BUT FOOTPRINT IS SMALL (c-ne9-01257)
09PANAMA539	2009	2010	CONFIDENTIAL	Embassy Panama	SACYR WINS CANAL CONTRACT, SIGNALING BROADER
10SEOUL62	2010	2010	CONFIDENTIAL	Embassy Seoul	SPECIAL ENVOY KING?S 1/11 MEETING WITH FM YU 
06REYKJAVIK364	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND DEFENSE: TECHNICAL AGREEMENT TO CLOSE U.S. BASE SIGNED 
09VILNIUS84	2009	2011	CONFIDENTIAL	Embassy Vilnius	AMBASSADOR AND DEFENSE MINISTER PLAN FOR SECRETARY 
05MOSCOW11807	2005	2010	SECRET	Embassy Moscow	MORE RUSSIAN RESISTANCE TO DEMARCHE ON MILITARY
10BOGOTA201	2010	2010	SECRET//NOFORN	Embassy Bogota	DEPUTY SECRETARY STEINBERG'S JANUARY 12, 2010 MEETING WITH
09PANAMA550	2009	2010	CONFIDENTIAL//NOFORN	Embassy Panama	IN BARGAIN BASEMENT BID, SPANISH TO EXPAND PANAMA
06BARCELONA179	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Barcelona	PASSING THE TORCH: MONTILLA REPLACES MARAGALL AS PRESIDENT
10REYKJAVIK19	2010	2011	UNCLASSIFIED	Embassy Reykjavik	ICELAND HAS LARGEST HYDROGEN VEHICLE FLEET IN EUROPE 
07REYKJAVIK354	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: LIKELY VOTE FOR U.S. CANDIDATE FOR COMMITTEE ON 
09REYKJAVIK49	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	NINTH ANNUAL ANTI-TRAFFICKING IN PERSONS (TIP) REPORT FOR 
09BEIJING1634	2009	2010	CONFIDENTIAL	Embassy Beijing	CDA AND MFA ASIAN AFFAIRS ON DPRK
09PANAMA195	2009	2010	CONFIDENTIAL	Embassy Panama	PANAMA CANAL EXPANSION BIDS SUBMITTED
07MADRID1241	2007	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Madrid	SPAIN: GOVERNMENT DENIES RUMORED ETA TALKS
08CAIRO2572	2008	2011	SECRET	Embassy Cairo	APRIL 6 ACTIVIST ON HIS U.S. VISIT AND REGIME 
07BRASILIA833	2007	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: PETROBRAS AND GOB RESPOND TO BOLIVIAN OIL SECTOR DECREE 
10CAIRO249	2010	2011	SECRET//NOFORN	Embassy Cairo	Development and Peace Key to Resolving North Sinai Problems 
09MADRID1003	2009	2010	CONFIDENTIAL	Embassy Madrid	SPAIN: ANTI-MAFIA PROSECUTORS WELCOME USG 
08PARIS461	2008	2010	CONFIDENTIAL	Embassy Paris	CHAD/SUDAN/EUFOR:  FRENCH PRESIDENCY ON SARKOZY?S 
09RIODEJANEIRO311	2009	2010	UNCLASSIFIED	Consulate Rio De Janeiro	Rio Radar - September 18, 2009 
07HAVANA252	2007	2010	CONFIDENTIAL	US Interests Section Havana	XXXXXXXXXXXXNEED A MILLION CUBANS IN THE STREETS 
09STOCKHOLM384	2009	2010	SECRET	Embassy Stockholm	SCENESETTER FOR ASSISTANT SECRETARY GORDON'S JULY 2-4 VISIT TO STOCKHOLM 
09USNATO464	2009	2010	SECRET//NOFORN	Mission USNATO	ACTION REQUEST: BALTIC CONTINGENCY PLANNING: SOME
09TRIPOLI361	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA WILL NOT OPPOSE LETTERS TO IRAN, SYRIA;  WILL CONTINUE 
09LONDON2180	2009	2011	SECRET//NOFORN	Embassy London	HMG'S POSITIVE REACTION TO POTUS' EUROPEAN-BASED 
06BRASILIA2379	2006	2011	UNCLASSIFIED	Embassy Brasilia	EMBASSY BRASILIA R1 VALIDATION STUDY 
09LONDON2477	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy London	x
09TRIPOLI543	2009	2011	SECRET//NOFORN	Embassy Tripoli	POWER PLAY ON LIBYA'S HEU TRANSFER COMMITMENTS 
07THEHAGUE1992	2007	2011	CONFIDENTIAL	Embassy The Hague	NETHERLANDS/RUSSIA: BALKENENDE MIXES BUSINESS
09MOSCOW2823	2009	2010	CONFIDENTIAL	Embassy Moscow	EXPERTS REMAIN SKEPTICAL OF GOR'S ABILITY TO
04SANAA2346	2004	2010	SECRET	Embassy Sanaa	PRESIDENT SALEH TO A/S BLOOMFIELD "NO NEW MANPADS" 
09TRIPOLI561	2009	2011	CONFIDENTIAL	Embassy Tripoli	AU SUMMIT: A/S CARSON'S MEETING WITH SOMALI PRESIDENT SHEIKH SHARIF TRIPOLI 00000561 001.2 OF 002 CLASSIFIED BY: Gene A. Cretz, Ambassador, US Embassy Tripoli, Department of State. REASON: 1.4 (b), (d) 
09LONDON2499	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	x
09TRIPOLI492	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	QADHAFI IN ROME: THE 'MAN OF HISTORY' VISITS THE ETERNAL 
10BRASILIA49	2010	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL'S PRESIDENTIAL ELECTIONS: DILMA ROUSSEFF COMES UP FAST BEHIND JOSE SERRA REF: RIO DE JANEIRO 32 
03BRASILIA3459	2003	2011	CONFIDENTIAL	Embassy Brasilia	CAN ITAMARATY'S STRANGLEHOLD ON FTAA POLICY BE BROKEN? 
06CAIRO941	2006	2011	CONFIDENTIAL	Embassy Cairo	FBI DIRECTOR MUELLER?S VISIT TO EGYPTREF: CAIRO 493
07NEWDELHI1051	2007	2010	SECRET	Embassy New Delhi	INDIANS OFFER BLEAK ASSESSMENT OF AFGHANISTAN AND 
10PARIS79	2010	2010	SECRET//NOFORN	Embassy Paris	SCENESETTER FOR YOUR VISIT TO PARIS ON JANUARY 29,
08TRIPOLI650	2008	2011	CONFIDENTIAL	Embassy Tripoli	LIBYA SEEKS TO PURCHASE 130,000 KALASHNIKOVS FOR UNKNOWN END-USERS  
10RIYADH182	2010	2011	SECRET//NOFORN	Embassy Riyadh	SCENESETTER FOR SPECIAL REPRESENTATIVE AMBASSADOR
08RIYADH732	2008	2011	CONFIDENTIAL	Embassy Riyadh	x
09THEHAGUE180	2009	2011	SECRET	Embassy The Hague	(S) NETHERLANDS/IRAN: EXPORT CONTROL AUTHORITY TO
09HAVANA322	2009	2011	CONFIDENTIAL	US Interests Section Havana	HOW MIGHT CUBA ENTER ANOTHER SPECIAL PERIOD? 
05TELAVIV1580	2005	2010	SECRET	Embassy Tel Aviv	MOSSAD CHIEF TO CODEL CORZINE: SOME FOREIGN 
09PARIS1349	2009	2010	CONFIDENTIAL	Embassy Paris	RWANDA: FRENCH JUDGE ENDS QUESTIONING OF ROSE 
06THEHAGUE814	2006	2011	UNCLASSIFIED	Embassy The Hague	ONDCP DIRECTOR'S APRIL 5-6 VISIT TO THE HAGUE 
09ISLAMABAD1364	2009	2011	SECRET	Embassy Islamabad	SCENESETTER FOR NATIONAL SECURITY ADVISOR JONES 
09STATE16285	2009	2010	SECRET	Secretary of State	IAEA REPORTS ON IRAN AND SYRIA 
09PARAMARIBO92	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Paramaribo	SURINAME: STUDENTS QUIT VENEZUELAN AND CHINESE 
06PARIS1681	2006	2010	CONFIDENTIAL	Embassy Paris	SARKOZY ADVISOR ON FIRST EMPLOYMENT CONTRACT, END 
08LONDON1997	2008	2011	CONFIDENTIAL	Embassy London	UK AGREES ON NEED TO HELP COLOMBIAN GOVERNMENT 
10BAKU54	2010	2010	SECRET	Embassy Baku	AZERBAIJAN: WHO OWNS WHAT? PART 1 - THE FIRST 
06LIMA622	2006	2010	SECRET	Embassy Lima	NATIONAL INTELLIGENCE DIRECTOR'S BRIEFING ON
10SEOUL202	2010	2011	CONFIDENTIAL	Embassy Seoul	DASD SCHIFFER:  KOREAN NATIONAL ASSEMBLY MEMBERS 
06MOSCOW12751	2006	2010	CONFIDENTIAL	Embassy Moscow	LITVINENKO ASSASSINATION:  REACTION IN MOSCOW 
09BRASILIA1280	2009	2011	UNCLASSIFIED	Embassy Brasilia	BRAZIL RESPONSE: UNGA THIRD COMMITTEE PRIORITIES 
09TRIPOLI154	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA 2009 TIP REPORT SUBMISSION  REF: 08 STATE 132759  
08MADRID836	2008	2010	CONFIDENTIAL	Embassy Madrid	IRAN FOCUS OF TREASURY UNDER SECRETARY LEVEY TRIP
09MOSCOW821	2009	2010	CONFIDENTIAL	Embassy Moscow	RUSSIAN MIDDLE CLASS NOT DEAD YET? 
09STATE113298	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Secretary of State	EGYPT LEAHY VETTING RESPONSE 
09ABUDHABI347	2009	2010	SECRET//NOFORN	Embassy Abu Dhabi	ABU DHABI CROWN PRINCE REITERATES IRAN CONCERNS FOR S/SRAP 
06REYKJAVIK142	2006	2011	CONFIDENTIAL	Embassy Reykjavik	AUSTRALIA GROUP:  ICELANDIC LEGISLATION STUCK IN 
09KABUL3714	2009	2010	CONFIDENTIAL//NOFORN	Embassy Kabul	(C) AFGHAN COMMERCE MINISTER DISCUSSES REFORM AGENDA
09BEIJING2494	2009	2010	CONFIDENTIAL	Embassy Beijing	PRC/IRAN: CHINA IN WAIT-AND-SEE MODE BILATERALLY 
06ROME3205	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Rome	ANTI-COUNTERFEITING TRADE AGREEMENT (ACTA):  ITALY 
10SANAA4	2010	2010	SECRET//NOFORN	Embassy Sanaa	GENERAL PETRAEUS' MEETING WITH SALEH ON SECURITY
09TRIPOLI362	2009	2011	CONFIDENTIAL	Embassy Tripoli	MUSA KUSA SEEKS COOPERATION ON AFRICA, AL-QAEDA -- AND POTUS 
08STATE63686	2008	2011	CONFIDENTIAL	Secretary of State	U.S.-ICELAND SECURITY DIALOGUE MEETING, APRIL 30 
08SANTIAGO249	2008	2010	CONFIDENTIAL	Embassy Santiago	CHILE'S "NEXT PRESIDENT" WILL PROPOSE A "NEW
09TRIPOLI960	2009	2011	SECRET//NOFORN	Embassy Tripoli	SAIF AL-ISLAM'S STAFF REACHES OUT ON POL-MIL ISSUES
09BAGHDAD2569	2009	2010	SECRET	Embassy Baghdad	PRIME MINISTER ACCUSES IRAN OF TRYING TO 
10CARACAS219	2010	2011	SECRET	Embassy Caracas	Globovision Owners Acknowledge Defeat; El Nacional On the Ropes? 
09BRASILIA679	2009	2011	CONFIDENTIAL//NOFORN	Embassy Brasilia	BRAZILIAN FOREIGN MINISTER - AND POSSIBLE CANDIDATE FOR IAEA 
07TRIPOLI1066	2007	2011	SECRET//NOFORN	Embassy Tripoli	QADHAFI DEVELOPMENT FOUNDATION DIRECTOR SOUNDS WARNING ON 
07DUBAI355	2007	2010	SECRET	Consulate Dubai	DUBAI RULER DISCUSSES IRAN AND IRAQ WITH SENATOR LIEBERMAN 
07DAMASCUS269	2007	2010	SECRET	Embassy Damascus	TREASURY TEAM?S DAMASCUS CONSULTATIONS ON 
10MADRID67	2010	2010	CONFIDENTIAL	Embassy Madrid	AMBASSADOR SOLOMONT'S JANUARY 21, 2010, MEETING
06THEHAGUE1787	2006	2011	CONFIDENTIAL	Embassy The Hague	NETHERLANDS/JSF: OPEN-MINDED PARLIAMENTARY 
10CAIRO184	2010	2011	UNCLASSIFIED	Embassy Cairo	CAIRO REQUEST FOR LEAHY HUMAN RIGHTS VETTING - 99488 THRU 
10CARACAS225	2010	2011	CONFIDENTIAL	Embassy Caracas	Venezuela: BP and Statoil Insights into the Carabobo Bid 
07MUSCAT359	2007	2010	CONFIDENTIAL	Embassy Muscat	BRITISH AMBASSADOR LAUDS OMANI ROLE IN IRAN?S 
10ANKARA302	2010	2010	CONFIDENTIAL	Embassy Ankara	U/S BURNS' FEBRUARY 18 MEETINGS WITH U/S 
08REYKJAVIK36	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	EIGHTH ANNUAL ANTI-TRAFFICKING IN PERSONS (TIP) REPORT FOR 
08CARACAS1390	2008	2010	CONFIDENTIAL	Embassy Caracas	VENEZUELA: AMERICAN AIRLINES CREW DETAINED AT
08TRIPOLI764	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	SCENESETTER FOR THE VISIT OF SE WILLIAMSON TO LIBYA 
09KABUL1677	2009	2010	CONFIDENTIAL//NOFORN	Embassy Kabul	HELMAND GOVERNOR MANGAL UPBEAT, HOPEFUL IN MEETING 
09REYKJAVIK30	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND CENTRAL BANK CRISIS: ODDSSON'S NAILS FLAG TO MAST 
09BRUSSELS536	2009	2010	SECRET//NOFORN	USEU Brussels	IRAN SANCTIONS: AA/S GLASER BRIEFS EU ON PRIORITY 
09DUSHANBE1433	2009	2011	CONFIDENTIAL	Embassy Dushanbe	STATE COMMITTEE FOR NATIONAL SECURITY DEFENDS CIVILIZATION
07MADRID208	2007	2010	CONFIDENTIAL//NOFORN	Embassy Madrid	SPAIN: ZAPATERO'S DECISION ON AFGHANISTAN FIRM
09RABAT408	2009	2010	SECRET//NOFORN	Embassy Rabat	OPENING UP AGAIN? MOROCCAN PRISON ADMINISTRATION
03THEHAGUE2163	2003	2011	UNCLASSIFIED	Embassy The Hague	Secretary Abraham's 8/13 Meeting with Dutch 
06BAKU1661	2006	2010	CONFIDENTIAL	Embassy Baku	BP AZERBAIJAN PRESIDENT SAYS AZERBAIJAN MOVING 
09LUANDA51	2009	2010	CONFIDENTIAL	Embassy Luanda	NEW CHINA CREDIT LINE UNDER CONSIDERATION 
08LONDON2170	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	BELARUS TELLS UK IT'S LOOKING FOR REWARDS FOR 
10STATE10900	2010	2010	SECRET	Secretary of State	(S) ADDITIONAL INFORMATION FOR CHINA ON THE 
09LONDON2909	2009	2011	CONFIDENTIAL//NOFORN	Embassy London	x
09STATE104741	2009	2011	UNCLASSIFIED	Secretary of State	SECURITY COUNCIL CONSULTATIONS:  COTE D'IVOIRE 
08TRIPOLI856	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA'S CENTRAL BANK CONTINUES FINANCIAL SECTOR MODERNIZATION EFFORTS  
10CAIRO165	2010	2011	CONFIDENTIAL	Embassy Cairo	Sudan: NCP Cairo Head Evaluates U.S. and Egyptian Roles 
07MOSCOW1442	2007	2010	CONFIDENTIAL	Embassy Moscow	RUSSIAN CORPORATE STATISM: WATCH THIS SPACE 
09TRIPOLI186	2009	2011	CONFIDENTIAL//NOFORN	Embassy Tripoli	BASIC PEOPLE'S CONGRESSES DEBATE WEALTH DISTRIBUTION AND 
09STATE100957	2009	2010	CONFIDENTIAL	Secretary of State	SEPTEMBER 22 MEETING CONVENED BY OAS SG INSULZA ON HONDURAS 
10CARACAS69	2010	2010	CONFIDENTIAL	Embassy Caracas	Venezuela?s Economy in 2010: A Difficult and Uncertain Year 
06VATICAN256	2006	2010	CONFIDENTIAL	Embassy Vatican	TURKEY: VATICAN BACKS INTEGRATION 
10BAKU97	2010	2010	CONFIDENTIAL	Embassy Baku	VIEW FROM BAKU - "IRAN CAN'T GO ON LIKE THIS"
07STATE164120	2007	2010	CONFIDENTIAL	Secretary of State	(C) EUR DAS KRAMER?S MEETING WITH XXXXXXXXXXXX
07CAIRO2669	2007	2010	CONFIDENTIAL	Embassy Cairo	GAMAL MUBARAK ADVISOR DISCUSSES EGYPT'S ASSISTANCE 
05BRASILIA574	2005	2011	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR'S DEMARCHE ON ARAB SUMMIT AND 
07MADRID1420	2007	2010	CONFIDENTIAL//NOFORN	Embassy Madrid	(C) SPAIN'S RELATIONSHIP WITH CUBA (C-RE7-00940)
08REYKJAVIK198	2008	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND SUPPORTS MOVING ISAF COUNTER-NARC DISCUSSION TO 
08KUWAIT128	2008	2010	CONFIDENTIAL	Embassy Kuwait	TERROR FINANCE: DESIGNEES CONTINUE TO RANT WITH SOME SUPPORT FROM PARLIAMENT
06REYKJAVIK308	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND WILL SUPPORT WEDGWOOD FOR UN HUMAN RIGHTS 
10BRASILIA43	2010	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL: AMBASSADOR PRESENTS CREDENTIALS TO PRESIDENT LULA CLASSIFIED BY: Thomas A. Shannon, Ambassador, State, Embassy Brasilia; REASON: 1.4(B), (D) 
08TRIPOLI104	2008	2011	CONFIDENTIAL	Embassy Tripoli	NEW DEVELOPMENTS ON FATHI EL-JAHMI 
09TRIPOLI73	2009	2011	CONFIDENTIAL	Embassy Tripoli	A KING IN AL-QADHAFI'S COURT: SPAIN'S JUAN CARLOS VISITS 
06REYKJAVIK141	2006	2011	CONFIDENTIAL	Embassy Reykjavik	ICELAND TO SUPPORT GUATEMALAN UNSC BID 
07TRIPOLI1055	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Tripoli	LIBYA: SECTION 565 WAIVER OF PROHIBITION AGAINST CONTRACTING 
09BRASILIA1315	2009	2010	CONFIDENTIAL	Embassy Brasilia	CHARGE DISCUSSES SECURITY COOPERATION, FIGHTER SALE AND COLOMBIA WITH MOD JOBIM 
09BRASILIA1230	2009	2010	CONFIDENTIAL	Embassy Brasilia	QOM REPORT GETS THE BRAZILIANS THINKING 
09BRASILIA791	2009	2010	CONFIDENTIAL	Embassy Brasilia	HOW SICK IS DILMA ROUSSEFF? 
08LONDON1922	2008	2011	CONFIDENTIAL	Embassy London	UK WELCOMES DEMARCHE ON PREVENTING IRAN'S 
10CAIRO183	2010	2011	CONFIDENTIAL	Embassy Cairo	Minister of Social Solidarity Distances Himself from MEPI 
09ISLAMABAD10	2009	2010	SECRET	Embassy Islamabad	PRESERVING INFORMATION SHARING 
07PARIS2002	2007	2011	UNCLASSIFIED	Embassy Paris	FRANCE:  UN OPERATION IN COTE D'IVOIRE 
09STATE122950	2009	2010	SECRET	Secretary of State	IRAN'S SHIG USING INTERMEDIARIES IN EFFORT TO 
09BRASILIA1093	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZILIAN VIEWS OF 2009 UNGA 
10BANJUL65	2010	2011	CONFIDENTIAL	Embassy Banjul	Ambassador Meets with President Jammeh
06BELGRADE1681	2006	2010	CONFIDENTIAL	Embassy Belgrade	ICTY ACTION PLAN SCORECARD, OCTOBER 2006 
08BRASILIA1568	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	BRAZIL SEEKS REASSURANCE ON REGIONAL ARRANGEMENT BEFORE AGREEING TO NSG ENR TEXT (CORRECTED COPY)
04DUBLIN1101	2004	2010	CONFIDENTIAL	Embassy Dublin	NORTHERN IRELAND - IRISH PM TELLS SPECIAL ENVOY 
08TRIPOLI375	2008	2011	CONFIDENTIAL	Embassy Tripoli	QADHAFI DEVELOPMENT FOUNDATION: FATHI EL-JAHMI HAS RETURNED TO HIS HOME 
09BELGRADE1222	2009	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Belgrade	SERBIA: WAR CRIMES AMBASSADOR RAPP HIGHLIGHTS IMPORTANCE OF 
09BRASILIA93	2009	2010	CONFIDENTIAL	Embassy Brasilia	BRAZIL'S LULA OFFERS BOLIVIA'S MORALES TREATMENT FOR TUMOR 
09BRASILIA1140	2009	2010	CONFIDENTIAL	Embassy Brasilia	KEEPING LIT BRAZIL AND BOLIVIA'S FLICKERING INTEREST IN TRILATERAL COUNTERNARCOTICS COOPERATION WITH THE U.S. 
09PANAMA893	2009	2011	SECRET	Embassy Panama	TOCUMEN INTERNATIONAL AIRPORT FLYING HIGH BUT CORRUPTION 
10CAIRO348	2010	2011	UNCLASSIFIED	Embassy Cairo	EGYPT'S ECONOMY: FEBRUARY 22 PRESS ROUND-UP 
09TRIPOLI32	2009	2011	CONFIDENTIAL	Embassy Tripoli	LIBYAN ATOMIC ENERGY ESTABLISHMENT CONFIRMS DESIRE TO SELL URANIUM YELLOWCAKE  
07REYKJAVIK277	2007	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	Iceland: Press in New York for a position on Partnership 
06REYKJAVIK158	2006	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND DEFENSE:  FM HAARDE DEFENDS 
06MADRID766	2006	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Madrid	ETA CEASEFIRE: MAJOR POLITICAL VICTORY FOR ZAPATERO
08REYKJAVIK11	2008	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Reykjavik	ICELAND: REYKJAVIK CITY COUNCIL PLAYS TWO ROUNDS OF 
09CARACAS1017	2009	2011	CONFIDENTIAL	Embassy Caracas	VENEZUELA: REPSOL EMPLOYEE COMMENTS ON DRILLING 
08BAKU919	2008	2010	CONFIDENTIAL	Embassy Baku	AZERBAIJAN INCOME TAKES A HIT AS NO SHORT-TERM FIX 
08LONDON2853	2008	2011	CONFIDENTIAL//NOFORN	Embassy London	PAKISTAN: UK ON FATA INTEGRATION, AF-PAK 
09CAIRO722	2009	2010	SECRET//NOFORN	Embassy Cairo	SCENESETTER FOR AMBASSADOR ROSS' VISIT TO EGYPT 
10BUENOSAIRES111	2010	2010	CONFIDENTIAL	Embassy Buenos Aires	Argentina: Finance Secretary Says Debt Swap Moving Ahead
09ISTANBUL336	2009	2010	CONFIDENTIAL	Consulate Istanbul	(C) IRAN: A XXXXX CONTACT SHARES VIEWS FROM A RAFSANJANI BUSINESS ALLY ON KHAMENEI'S CANCER AND RAFSANJANI'S NEXT STEPS
09BRASILIA1412	2009	2011	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Embassy Brasilia	Brazil: Scenesetter - Economic Partnership Dialogue December 14 SENSITIVE BUT UNCLASSIFIED 
09CARACAS442	2009	2010	SECRET	Embassy Caracas	CUBAN MEDICAL PERSONNEL FLEE VENEZUELA 
09MUNICH273	2009	2010	CONFIDENTIAL	Consulate Munich	GERMAN ELECTIONS: BAVARIA WINS BIG INFLUENCE IN 
09TRIPOLI475	2009	2010	SECRET//NOFORN	Embassy Tripoli	ASSESSING AL-QADHAFI'S HEALTH 
09TRIPOLI955	2009	2011	SECRET//NOFORN	Embassy Tripoli	LIBYAN ISLAMIC FIGHTING GROUP REVISES JIHADIST IDEOLOGY REF: A) Tripoli 359; B) Tripoli 678 TRIPOLI 00000955 001.2 OF 003 
09BAGHDAD11	2009	2010	SECRET	Embassy Baghdad	NAJAF CLERICAL LEADERS FEAR IRANIAN IDEOLOGICAL 
09STATE130330	2009	2010	SECRET//NOFORN	Secretary of State	USG POLICY TOWARD YEMENI ARMS ACQUISITIONS 
10ANKARA294	2010	2010	CONFIDENTIAL	Embassy Ankara	TURKEY: LARGEST WAVE OF MILITARY DETENTIONS TO 
05THEHAGUE2651	2005	2011	CONFIDENTIAL	Embassy The Hague	THE NETHERLANDS: COMBATING EXTREMISM THROUGH 
08RIODEJANEIRO165	2008	2010	UNCLASSIFIED//FOR OFFICIAL USE ONLY	Consulate Rio De Janeiro	AMBASSADOR SOBEL MEETS WITH KEY ENERGY ENTITIES IN RIO Ref(s): A) 08 RIO DE JAN 138; B) 08 RIO DE JAN 0044 and previous Sensitive But Unclassified - Please handle accordingly. This message has been approved by Ambassador Sobel. 
10ASTANA267	2010	2010	CONFIDENTIAL	Embassy Astana	KAZAKHSTAN:  SPECIAL REPRESENTATIVE HOLBROOKE 
06LISBON2366	2006	2010	SECRET	Embassy Lisbon	SCENESETTER FOR FM AMADO'S OCT 24 MEETING WITH
08MOSCOW2137	2008	2011	CONFIDENTIAL	Embassy Moscow	x
